pws_id,pws_name,epa_region,pws_type,area_type,county_served
MI0003630,KINROSS TOWNSHIP,05,Community water system,County,Chippewa
MI0001840,OSCEOLA TOWNSHIP,05,Community water system,County,Houghton
MI0003640,KINGSFORD,05,Community water system,County,Dickinson
MI0001019,BYRAM RIDGE,05,Community water system,County,Genesee
MI0040082,BIRCHWOOD ESTATES,05,Community water system,County,Calhoun
MI0007104,WHITTEMORE SQUARE APARTMENTS,05,Community water system,County,Iosco
MI0007105,WILDWOOD ON WALLOON ASSOCIATION,05,Community water system,County,Charlevoix
MI0003237,HOUGHTON HEIGHTS MANOR,05,Community water system,County,Roscommon
MI0005607,RAPID RIVER MEADOWS,05,Community water system,County,Kalkaska
MI0040305,CLINTON ESTATES,05,Community water system,County,Lenawee
MI0000347,BAIR LAKE BIBLE CAMP,05,Community water system,County,Cass
MI0007210,WYANDOTTE,05,Community water system,County,Wayne
MI0004720,NEWBERRY WATER & LIGHT,05,Community water system,County,Luce
MI0006073,SIMS-WHITNEY UTILITIES AUTH.,05,Community water system,County,Arenac
MI0003020,HARPER WOODS,05,Community water system,County,Wayne
MI0001716,CRYSTAL MOUNTAIN RESORT & SPA,05,Community water system,County,Benzie
MI0007130,WINDWARD OWNERS ASSOCIATION,05,Community water system,County,Emmet
MI0003165,HILLS OF WALLOON ASSOCIATION,05,Community water system,County,Charlevoix
MI0006682,TROUT CREEK CONDOMINIUMS,05,Community water system,County,Emmet
MI0006025,SHELDON DUNES,05,Community water system,County,Ottawa
MI0006026,PORT SHELDON TOWNSHIP,05,Community water system,County,Ottawa
MI0001664,CROCKERY TOWNSHIP,05,Community water system,County,Ottawa
MI0006820,WOODLAND CENTER CORRECTIONAL FACILITY,05,Community water system,County,Livingston
MI0004570,MUSKEGON,05,Community water system,County,Muskegon
MI0002170,ESCANABA,05,Community water system,County,Delta
MI0000510,"BEAR LAKE, VILLAGE OF",05,Community water system,County,Manistee
MI0001050,CAMDEN,05,Community water system,County,Hillsdale
MI0005930,SARANAC,05,Community water system,County,Ionia
MI0003140,HIGHLAND PARK,05,Community water system,County,Wayne
MI0005640,REDFORD TOWNSHIP,05,Community water system,County,Wayne
MI0040326,WOODLAND PARK AND SALES,05,Community water system,County,Livingston
MI0040302,FIRST POINT MOBILE COURT,05,Community water system,County,Leelanau
MI0004360,MIDDLEVILLE,05,Community water system,County,Barry
MI0002180,"ESSEXVILLE, CITY OF",05,Community water system,County,Bay
MI0002530,GALESBURG,05,Community water system,County,Kalamazoo
MI0001258,CEDAR CREEK TOWNSHIP,05,Community water system,County,Wexford
MI0004690,"NEW HAVEN, VILLAGE OF",05,Community water system,County,Macomb
MI0000465,BAY AREA WATER SYSTEM,05,Community water system,County,Bay
MI0000485,BAY CO. DEPT OF WATER & SEWER,05,Community water system,County,Bay
MI0040574,TIMBER COUNTRY MOBILE HOME PARK,05,Community water system,County,Gratiot
MI0040443,STODDARD MOBILE HOME COURT,05,Community water system,County,Saginaw
MI0004876,OAK LANE APARTMENTS,05,Community water system,County,Allegan
MI0006885,WALNUT LANE APARTMENTS,05,Community water system,County,Allegan
MI0040525,PINE ACRES MOBILE HOME PARK,05,Community water system,County,Marquette
MI0003700,"LAKE CITY, CITY OF",05,Community water system,County,Missaukee
MI0006760,"UTICA, CITY OF",05,Community water system,County,Macomb
MI0001552,COLONY BAY CONDOMINIUMS,05,Community water system,County,Cass
MI0006280,"ST. CLAIR SHORES, CITY OF",05,Community water system,County,Macomb
MI0005480,"PORT HURON, CITY OF",05,Community water system,County,St. Clair
MI0001170,CARSON CITY,05,Community water system,County,Montcalm
MI0005995,SHANTY CREEK - WATARS ASSOCIATION,05,Community water system,County,Antrim
MI0003010,"HARBOR SPRINGS, CITY OF",05,Community water system,County,Emmet
MI0005925,SANILAC TOWNSHIP,05,Community water system,County,Sanilac
MI0040491,PORT OF CALL - WEST,05,Community water system,County,Van Buren
MI0006120,SOUTH RANGE,05,Community water system,County,Houghton
MI0003440,ISHPEMING,05,Community water system,County,Marquette
MI0004320,MICHIANA,05,Community water system,County,Berrien
MI0040277,LA-E-MA MOBILE HOME PARK,05,Community water system,County,Kent
MI0040452,MOON LAKE ESTATES,05,Community water system,County,Shiawassee
MI0004419,MAPLEWOOD AND STONE MANORS,05,Community water system,County,Oscoda
MI0005563,POWERS-SPALDING WATER AUTHORITY,05,Community water system,County,Menominee
MI0001371,CHERRY CREEK VILLAGE,05,Community water system,County,Marquette
MI0000920,BROOKLYN,05,Community water system,County,Jackson
MI0040663,RIVER RIDGE - SALINE,05,Community water system,County,Washtenaw
MI0040657,NORTHVILLE CROSSING,05,Community water system,County,Washtenaw
MI0040679,CIDERMILL CROSSINGS,05,Community water system,County,Livingston
MI0007010,"WEST BRANCH, CITY OF",05,Community water system,County,Ogemaw
MI0002600,"GAYLORD, CITY OF",05,Community water system,County,Otsego
MI0005180,MAN NOR FARMS SUBDIVISION,05,Community water system,County,Lenawee
MI0005907,SAND LAKE,05,Community water system,County,Kent
MI0004600,NAHMA TOWNSHIP,05,Community water system,County,Delta
MI0002630,GIBRALTAR,05,Community water system,County,Wayne
MI0040164,SWARTZ CREEK MEADOWS,05,Community water system,County,Genesee
MI0000110,"ALGONAC, CITY OF",05,Community water system,County,St. Clair
MI0005290,PETERSBURG,05,Community water system,County,Monroe
MI0040658,TYRONE WOODS,05,Community water system,County,Livingston
MI0001640,"CORUNNA, CITY OF",05,Community water system,County,Shiawassee
MI0003930,LIVONIA,05,Community water system,County,Wayne
MI0001380,"CHESANING, VILLAGE OF",05,Community water system,County,Saginaw
MI0000210,ANDREWS UNIVERSITY,05,Community water system,County,Berrien
MI0007040,WESTLAND,05,Community water system,County,Wayne
MI0006160,SOUTHFIELD,05,Community water system,County,Oakland
MI0003323,HURON TOWNSHIP (HURON COUNTY),05,Community water system,County,Huron
MI0004560,MUNISING,05,Community water system,County,Alger
MI0004561,MUNISING INDUSTRIAL PARK,05,Community water system,County,Alger
MI0060675,MEADOW WOODS N/R CENTER,05,Community water system,County,Van Buren
MI0007085,T.J. WHITE PINE MANOR APARTMENTS,05,Community water system,County,Mecosta
MI0000796,GENERAL WHITE APARTMENTS,05,Community water system,County,Van Buren
MI0005841,ROYAL VIEW RETIREMENT VILLAGE,05,Community water system,County,Mecosta
MI0003145,LAKESHORE EAST CONDOMINIUMS,05,Community water system,County,Roscommon
MI0002640,GLADSTONE,05,Community water system,County,Delta
MI0004240,MENDON,05,Community water system,County,St. Joseph
MI0060640,COREWELL HEALTH-BERRIEN CNTR,05,Community water system,County,Berrien
MI0004428,MISTY COVE SENIOR APARTMENTS,05,Community water system,County,Eaton
MI0006730,"UNIONVILLE, VILLAGE OF",05,Community water system,County,Tuscola
MI0000840,BRIDGEPORT TOWNSHIP,05,Community water system,County,Saginaw
MI0000894,BROOK OF HOUGHTON LAKE,05,Community water system,County,Roscommon
MI0002880,"GROSSE POINTE, CITY OF",05,Community water system,County,Wayne
MI0040343,HAVEN VIEW MOBILE COURT,05,Community water system,County,Mecosta
MI0040363,TIMBERLINE ESTATES,05,Community water system,County,Muskegon
MI0001620,COPPER CITY,05,Community water system,County,Houghton
MI0006101,SOUTH HAVEN AREA WATER & SEWER AUTHORITY,05,Community water system,County,Van Buren
MI0004845,NORTHVILLE TOWNSHIP,05,Community water system,County,Wayne
MI0002500,FRENCHTOWN TOWNSHIP,05,Community water system,County,Monroe
MI0040187,SUMMER WOOD ESTATES,05,Community water system,County,Huron
MI0040191,RIVERVIEW ESTATES,05,Community water system,County,Huron
MI0007099,VILLAGE AT EAGLE GARDENS,05,Community water system,County,Washtenaw
MI0002200,MCMILLAN TOWNSHIP,05,Community water system,County,Ontonagon
MI0001572,COLOMBIERE CENTER,05,Community water system,County,Oakland
MI0000513,BEAVER CREEK-GRAYLING TOWNSHIPS UA,05,Community water system,County,Crawford
MI0040418,COUNTRY VILLAGE,05,Community water system,County,Ottawa
MI0005820,"ROSEVILLE, CITY OF",05,Community water system,County,Macomb
MI0001110,"CAPAC, VILLAGE OF",05,Community water system,County,St. Clair
MI0040026,SHANGRAI-LA VILLAGE,05,Community water system,County,Allegan
MI0007280,"ZILWAUKEE, CITY OF",05,Community water system,County,Saginaw
MI0040042,BARRY'S RESORT,05,Community water system,County,Barry
MI0000733,BLACK BEAR FARMS,05,Community water system,County,Grand Traverse
MI0000660,BESSEMER,05,Community water system,County,Gogebic
MI0001715,CRYSTAL HIGHLANDS SUBDIVISION,05,Community water system,County,Benzie
MI0005610,RAVENNA,05,Community water system,County,Muskegon
MI0003650,"KINGSLEY, VILLAGE OF",05,Community water system,County,Grand Traverse
MI0040106,LAKE MICHIGAN HEIGHTS,05,Community water system,County,Charlevoix
MI0040225,COACHMANS COVE,05,Community water system,County,Jackson
MI0040253,PORTAGE TERRACE,05,Community water system,County,Kalamazoo
MI0003215,HOLTON COTTAGES,05,Community water system,County,Muskegon
MI0040030,RIVERSIDE ESTATES,05,Community water system,County,Allegan
MI0000590,"BELLEVUE, VILLAGE OF",05,Community water system,County,Eaton
MI0006040,SHERIDAN,05,Community water system,County,Montcalm
MI0003410,IRON RIVER,05,Community water system,County,Iron
MI0040490,PROSPECT MANOR MHC,05,Community water system,County,Van Buren
MI0040247,MORROW CROSSING MHC,05,Community water system,County,Kalamazoo
MI0000380,BANGOR,05,Community water system,County,Van Buren
MI0060425,THORNAPPLE MANOR,05,Community water system,County,Barry
MI0002350,FORD RIVER TOWNSHIP,05,Community water system,County,Delta
MI0005660,REPUBLIC TOWNSHIP,05,Community water system,County,Marquette
MI0001663,LANDINGS AT CRANES COVE,05,Community water system,County,Genesee
MI0003120,HERMANSVILLE HOUSING COMM.,05,Community water system,County,Menominee
MI0002943,HALE HOMESTEAD APARTMENTS,05,Community water system,County,Iosco
MI0060792,VILLA AT GREEN LAKE ESTATES,05,Community water system,County,Oakland
MI0005690,RIVER ROUGE,05,Community water system,County,Wayne
MI0002030,EAU CLAIRE,05,Community water system,County,Berrien
MI0004450,MONROE,05,Community water system,County,Monroe
MI0003760,LANSING BOARD OF WATER & LIGHT,05,Community water system,County,Ingham
MI0005830,"ROYAL OAK, CITY OF",05,Community water system,County,Oakland
MI0006470,"SUNFIELD, VILLAGE OF",05,Community water system,County,Eaton
MI0002274,CREEKSIDE AT FENTON HEIGHTS,05,Community water system,County,Livingston
MI0005566,PRAIRIE VILLAGE APARTMENTS,05,Community water system,County,Kalamazoo
MI0007057,WEST TRAVERSE TOWNSHIP,05,Community water system,County,Emmet
MI0040256,SUGARLOAF MOBILE HOME PARK,05,Community water system,County,Kalamazoo
MI0040496,SHADY BROOK MOBILE HOME PARK,05,Community water system,County,Van Buren
MI0040497,THREE MILE LAKE TRAILER PARK,05,Community water system,County,Van Buren
MI0040498,VIKING RIVER MOBILE HOME PARK,05,Community water system,County,Van Buren
MI0040668,APPLEWOOD,05,Community water system,County,Van Buren
MI0006971,WEDGEWOOD GOLFSIDE CONDO ASSOC,05,Community water system,County,Lapeer
MI0006380,STEPHENSON,05,Community water system,County,Menominee
MI0004150,MARSHALL,05,Community water system,County,Calhoun
MI0000355,BALDWIN TOWNSHIP,05,Community water system,County,Iosco
MI0002470,TITTABAWASSEE TOWNSHIP,05,Community water system,County,Saginaw
MI0006010,SHELBY TOWNSHIP,05,Community water system,County,Macomb
MI0003942,ISLAND LAKE APARTMENTS,05,Community water system,County,Livingston
MI0001540,COLON,05,Community water system,County,St. Joseph
MI0006624,TILLICUM FARMS,05,Community water system,County,Kent
MI0003090,HASTINGS,05,Community water system,County,Barry
MI0000514,BEAVER CREEK RESORT,05,Community water system,County,Otsego
MI0001253,CEDAR HILL ASSISTED LIVING,05,Community water system,County,Delta
MI0004680,NEW BUFFALO,05,Community water system,County,Berrien
MI0006230,SPRING LAKE,05,Community water system,County,Ottawa
MI0002980,HANCOCK,05,Community water system,County,Houghton
MI0002730,GRAND BEACH,05,Community water system,County,Berrien
MI0007120,"WILLIAMSTON, CITY OF",05,Community water system,County,Ingham
MI0006200,SPARTA,05,Community water system,County,Kent
MI0000426,BARRY TOWNSHIP,05,Community water system,County,Barry
MI0006420,"STOCKBRIDGE, VILLAGE OF",05,Community water system,County,Ingham
MI0002520,"GAGETOWN, VILLAGE OF",05,Community water system,County,Tuscola
MI0040129,ALANSON ESTATES MOBILE HOME PARK,05,Community water system,County,Emmet
MI0001661,COVERT TOWNSHIP,05,Community water system,County,Van Buren
MI0002079,EL RANCHO ALANSON,05,Community water system,County,Emmet
MI0001416,CHOCOLAY BUNGALOWS,05,Community water system,County,Marquette
MI0040345,RUMBAUGH ESTATES LLC,05,Community water system,County,Midland
MI0002120,"ELSIE, VILLAGE OF",05,Community water system,County,Clinton
MI0006110,"SOUTH LYON, CITY OF",05,Community water system,County,Oakland
MI0000775,BLOOMFIELD HILLS,05,Community water system,County,Oakland
MI0000715,BINGHAM FARMS,05,Community water system,County,Oakland
MI0003595,"KEEGO HARBOR, CITY OF",05,Community water system,County,Oakland
MI0003666,KNORRWOOD KNOLLS SUBDIVISION,05,Community water system,County,Oakland
MI0003312,HIGHLAND TOWNSHIP,05,Community water system,County,Oakland
MI0005840,ROYAL OAK TOWNSHIP,05,Community water system,County,Oakland
MI0005397,PLUM CREEK SUB,05,Community water system,County,Oakland
MI0005440,PONTIAC,05,Community water system,County,Oakland
MI0005573,OAKLAND HUNT SUBDIVISION,05,Community water system,County,Oakland
MI0005138,OXFORD TOWNSHIP,05,Community water system,County,Oakland
MI0005031,ORCHARD LAKE VILLAGE,05,Community water system,County,Oakland
MI0004877,SOUTHEAST OAKLAND TOWNSHIP,05,Community water system,County,Oakland
MI0004878,SOUTHWEST OAKLAND TOWNSHIP,05,Community water system,County,Oakland
MI0007061,WHITE EAGLE SUBDIVISION,05,Community water system,County,Oakland
MI0007217,WYNSTONE SUBDIVISION,05,Community water system,County,Oakland
MI0006077,BAVARIAN SOFTWATER VILLAGE,05,Community water system,County,Oakland
MI0006696,TWIN LAKES SUBDIVISION,05,Community water system,County,Oakland
MI0006875,"WALLED LAKE, CITY OF",05,Community water system,County,Oakland
MI0006910,WATERFORD TOWNSHIP,05,Community water system,County,Oakland
MI0005030,ONTONAGON,05,Community water system,County,Ontonagon
MI0001653,COUNTRY LOG APTS,05,Community water system,County,Marquette
MI0006350,"STANDISH, CITY OF",05,Community water system,County,Arenac
MI0040504,PLEASANT LAKE PARK LLC,05,Community water system,County,Washtenaw
MI0000140,"ALMA, CITY OF",05,Community water system,County,Gratiot
MI0003130,HESPERIA,05,Community water system,County,Newaygo
MI0002750,GRAND HAVEN,05,Community water system,County,Ottawa
MI0003474,JAMESTOWN TOWNSHIP,05,Community water system,County,Ottawa
MI0004100,"MARION, VILLAGE OF",05,Community water system,County,Osceola
MI0003118,HERITAGE DRIVE APARTMENTS,05,Community water system,County,Marquette
MI0040472,MICHIANA MOBILE HOME PARK,05,Community water system,County,St. Joseph
MI0004550,MUIR,05,Community water system,County,Ionia
MI0002280,FERNDALE,05,Community water system,County,Oakland
MI0040481,PINE CREST MOBILE HOME PARK,05,Community water system,County,Tuscola
MI0002010,"EAST TAWAS, CITY OF",05,Community water system,County,Iosco
MI0000220,ANN ARBOR,05,Community water system,County,Washtenaw
MI0001657,COUNTRY VIEW MANOR CONDOS,05,Community water system,County,Berrien
MI0002657,GLEN OAKS COMMUNITY COLLEGE,05,Community water system,County,St. Joseph
MI0005033,HUNTMORE ESTATES,05,Community water system,County,Livingston
MI0004873,STREAMS OF LIGHT INTERNATIONAL,05,Community water system,County,Allegan
MI0001008,BURTCHVILLE TOWNSHIP,05,Community water system,County,St. Clair
MI0002507,FRUITPORT TOWNSHIP,05,Community water system,County,Muskegon
MI0040500,WHISPERING PINES ESTATES,05,Community water system,County,Van Buren
MI0040313,SUNSET MHP,05,Community water system,County,Lenawee
MI0000200,HEMATITE TOWNSHIP,05,Community water system,County,Iron
MI0003747,LAKETOWN TOWNSHIP,05,Community water system,County,Allegan
MI0005233,PENINSULA TOWNSHIP,05,Community water system,County,Grand Traverse
MI0001930,HOUGHTON TOWNSHIP,05,Community water system,County,Keweenaw
MI0040314,SYLVAN GLEN ESTATES,05,Community water system,County,Livingston
MI0040387,HIGHLAND GREENS ESTATES,05,Community water system,County,Oakland
MI0007065,WHITE LAKE TOWNSHIP,05,Community water system,County,Oakland
MI0002823,GRANT,05,Community water system,County,Newaygo
MI0000560,BELDING,05,Community water system,County,Ionia
MI0040255,ROYAL ESTATES,05,Community water system,County,Kalamazoo
MI0004190,"MCBAIN, CITY OF",05,Community water system,County,Missaukee
MI0006500,"SUTTONS BAY, VILLAGE OF",05,Community water system,County,Leelanau
MI0040209,LONG LAKE MOBILE HOME ESTATES,05,Community water system,County,Ionia
MI0040266,OAKFIELD MOBILE HOME PARK,05,Community water system,County,Kent
MI0006710,"UBLY, VILLAGE OF",05,Community water system,County,Huron
MI0003229,HORTON BAY CLUB,05,Community water system,County,Charlevoix
MI0003117,HERITAGE APARTMENTS,05,Community water system,County,Oakland
MI0002944,HAMLET VILLAGE CONDOMINIUMS ASSOCIATION,05,Community water system,County,Emmet
MI0002945,HAMLET WEST PROPERTY OWNERS ASSOC,05,Community water system,County,Emmet
MI0040126,CONWAY COMMONS MOBILE HOME PARK,05,Community water system,County,Emmet
MI0040311,LEFFINGWELL ESTATES,05,Community water system,County,Lenawee
MI0003620,KENTWOOD,05,Community water system,County,Kent
MI0001770,DEERFIELD,05,Community water system,County,Lenawee
MI0005527,PORTAGE POINT INN,05,Community water system,County,Manistee
MI0040591,COUNTRY HILL PINES,05,Community water system,County,Sanilac
MI0040615,BUEL HILL ESTATES (DBA EAGLES LANDING),05,Community water system,County,Sanilac
MI0002617,GENESEE TOWNSHIP,05,Community water system,County,Genesee
MI0007186,WOODS OF LOCHAVEN,05,Community water system,County,Hillsdale
MI0005209,PAW PAW APTS - WEST MAPLE LAKE,05,Community water system,County,Van Buren
MI0004340,MICHIGAN STATE UNIVERSITY,05,Community water system,County,Ingham
MI0006370,SPSM,05,Community water system,County,Jackson
MI0000418,BARN SWALLOW APARTMENTS,05,Community water system,County,Cass
MI0005800,ROOSEVELT PARK,05,Community water system,County,Muskegon
MI0003317,HURON REGIONAL WATER AUTHORITY,05,Community water system,County,Huron
MI0006428,"STONEHEDGE CLUB OWNERS ASSOCIATION, INC.",05,Community water system,County,Emmet
MI0007101,WHITMORE LAKE APARTMENTS,05,Community water system,County,Livingston
MI0005620,READING,05,Community water system,County,Hillsdale
MI0005100,"OVID, CITY OF",05,Community water system,County,Clinton
MI0003190,HOLLAND BOARD OF PUBLIC WORKS,05,Community water system,County,Ottawa
MI0040231,HILLANLAKE VILLAGE,05,Community water system,County,Jackson
MI0004520,"MOUNT MORRIS, CITY OF",05,Community water system,County,Genesee
MI0002659,GLENNWOODS SUBDIVISION,05,Community water system,County,Allegan
MI0006800,VICKSBURG,05,Community water system,County,Kalamazoo
MI0001327,CHARLESTON TOWNSHIP,05,Community water system,County,Kalamazoo
MI0003740,"LAKE ORION, VILLAGE OF",05,Community water system,County,Oakland
MI0005490,PORT HURON TOWNSHIP,05,Community water system,County,St. Clair
MI0003470,JACKSON,05,Community water system,County,Jackson
MI0003750,LAKEVIEW,05,Community water system,County,Montcalm
MI0003050,"HARRISVILLE, CITY OF",05,Community water system,County,Alcona
MI0040488,COUNTRY HOLIDAY ESTATES,05,Community water system,County,Van Buren
MI0040183,CREEKSIDE MHC,05,Community water system,County,Hillsdale
MI0040306,COUNTRY VILLA ESTATES,05,Community water system,County,Lenawee
MI0040601,PINE RIDGE MOBILE HOME COMMUNITY,05,Community water system,County,Genesee
MI0040669,WOODLAND RIDGE,05,Community water system,County,Livingston
MI0040607,EAST BAY MOBILE HOME PARK,05,Community water system,County,Genesee
MI0007235,YODER APARTMENTS,05,Community water system,County,Midland
MI0005460,PORT AUSTIN AREA SEWER & WATER,05,Community water system,County,Huron
MI0005950,SAULT STE MARIE,05,Community water system,County,Chippewa
MI0005590,QUINNESEC,05,Community water system,County,Dickinson
MI0001980,BREITUNG TWP.-EAST KINGSFORD,05,Community water system,County,Dickinson
MI0002292,EASTERN MI DISTRICT CHURCH OF NAZARENE,05,Community water system,County,Livingston
MI0004480,"MONTROSE, CITY OF",05,Community water system,County,Genesee
MI0005260,PENTWATER,05,Community water system,County,Oceana
MI0003820,LAWRENCE,05,Community water system,County,Van Buren
MI0007015,"MIDTOWN FLATS, LLC",05,Community water system,County,Genesee
MI0006790,"VERMONTVILLE, VILLAGE OF",05,Community water system,County,Eaton
MI0002230,"FARMINGTON, CITY OF",05,Community water system,County,Oakland
MI0003697,LAKE CHEMUNG OUTDOOR RESORT,05,Community water system,County,Livingston
MI0040294,WHITE CREEK COUNTRY ESTATES,05,Community water system,County,Kent
MI0006650,TRENTON,05,Community water system,County,Wayne
MI0066700,THE PORCHES,05,Community water system,County,Otsego
MI0000324,AUSABLE VALLEY COMMUNITY,05,Community water system,County,Oscoda
MI0001720,"DAVISON, CITY OF",05,Community water system,County,Genesee
MI0004260,MERIDIAN TOWNSHIP,05,Community water system,County,Ingham
MI0003015,HARBOR SPRINGS AREA AUTHORITY,05,Community water system,County,Emmet
MI0005549,LAKE MICHIGAN BEACH RESORT POTTAWATTAMIE,05,Community water system,County,Berrien
MI0001420,"CLARE, CITY OF",05,Community water system,County,Clare
MI0007285,EAGLE POINTE CONDOMINIUMS,05,Community water system,County,Ingham
MI0003001,HARBOR COVE APARTMENTS,05,Community water system,County,Washtenaw
MI0003170,HILLSDALE,05,Community water system,County,Hillsdale
MI0007060,WHITE CLOUD,05,Community water system,County,Newaygo
MI0006569,THE LIGHTHOUSE-TRAVERSE CITY LLC,05,Community water system,County,Grand Traverse
MI0002410,FRANKENLUST TOWNSHIP,05,Community water system,County,Bay
MI0002960,HAMPTON TOWNSHIP,05,Community water system,County,Bay
MI0003565,KAWKAWLIN TOWNSHIP,05,Community water system,County,Bay
MI0000470,"BAY CITY, CITY OF",05,Community water system,County,Bay
MI0000951,BRUCE TOWNSHIP,05,Community water system,County,Macomb
MI0004830,NORTHVILLE,05,Community water system,County,Wayne
MI0005650,"REED CITY, CITY OF",05,Community water system,County,Osceola
MI0002077,EDWARDSBURG,05,Community water system,County,Cass
MI0006600,THREE OAKS,05,Community water system,County,Berrien
MI0062658,INTERSECT HEALTHCARE,05,Community water system,County,Ottawa
MI0006377,PINE LAKE APARTMENTS,05,Community water system,County,Barry
MI0000322,AUSTIN COMMONS II,05,Community water system,County,Washtenaw
MI0004177,MATTAWAN,05,Community water system,County,Van Buren
MI0003856,WORTH TOWNSHIP,05,Community water system,County,Sanilac
MI0000850,BRIDGMAN,05,Community water system,County,Berrien
MI0004455,MONROE SOUTH COUNTY,05,Community water system,County,Monroe
MI0002656,GLEN MEADOWS CONDOMINIUMS,05,Community water system,County,Otsego
MI0004960,OLD FARM COLONY WATER ASSOCIATION,05,Community water system,County,Oakland
MI0003757,LAKEWOOD BEACH COMMUNITY SERVICES CO.,05,Community water system,County,Allegan
MI0040158,LAKE FENTON MOBILE HOME PARK,05,Community water system,County,Genesee
MI0040151,LOON LAKE MOBILE HOME PARK,05,Community water system,County,Genesee
MI0002124,EMERY PINES,05,Community water system,County,Roscommon
MI0001768,DEERFIELD VILLA,05,Community water system,County,Roscommon
MI0004053,MAPLE GROVE APARTMENTS,05,Community water system,County,Roscommon
MI0064067,MAPLE VALLEY NURSING HOME,05,Community water system,County,Leelanau
MI2013930,SOMERSET PLAZA,05,Non-Transient non-community system,County,Hillsdale
MI0070003,HURLEY MEDICAL CENTER,05,Non-Transient non-community system,County,Genesee
MI2006911,FLOWERS EARLY LEARNING CTR-MILLBURG,05,Non-Transient non-community system,County,Berrien
MI2044625,CREATIVE LEARNING CENTER,05,Non-Transient non-community system,County,Genesee
MI2069147,ADVANCED WATER TREATMENT,05,Non-Transient non-community system,County,Livingston
MI2046881,GFL ENV - COMPOST FACILITY,05,Non-Transient non-community system,County,Washtenaw
MI2017051,BEAR LAKE MIGRANT HEAD START,05,Non-Transient non-community system,County,Manistee
MI2053180,KEELER MIGRANT HEAD START,05,Non-Transient non-community system,County,Van Buren
MI2004122,NORWAY MOUNTAIN,05,Non-Transient non-community system,County,Dickinson
MI2030045,GLEN LAKE COMM SCHOOLS - BUS GARAGE,05,Non-Transient non-community system,County,Leelanau
MI2258463,MILFORD OFFICE - PARK BLDG 1,05,Non-Transient non-community system,County,Oakland
MI2154225,PEABODY INSURANCE,05,Non-Transient non-community system,County,Genesee
MI2034546,WACKER CHEMICAL CORPORATION,05,Non-Transient non-community system,County,Lenawee
MI2011481,TRAVIS POINTE COUNTRY CLUB,05,Non-Transient non-community system,County,Washtenaw
MI2051125,BLESSED SACRAMENT CH/GCCARD HEAD START,05,Non-Transient non-community system,County,Genesee
MI2065146,ST. JOHN'S LUTHERAN CHURCH - ADRIAN,05,Non-Transient non-community system,County,Lenawee
MI2003137,MORBARK INDUSTRIES,05,Non-Transient non-community system,County,Isabella
MI2055541,HORIZON DAYCARE,05,Non-Transient non-community system,County,Kent
MI2176663,REMORA CARBON - SOUTH,05,Non-Transient non-community system,County,Oakland
MI2176763,REMORA CARBON - NORTH,05,Non-Transient non-community system,County,Oakland
MI2038444,SCOTTS MIRACLE GRO CO.,05,Non-Transient non-community system,County,Lapeer
MI2076219,SUNDIAL CLASSICAL FARMSTEAD INC,05,Non-Transient non-community system,County,Clinton
MI2025880,KID STAR DAYCARE,05,Non-Transient non-community system,County,Van Buren
MI2087847,LIGHT OF THE WORLD ACADEMY,05,Non-Transient non-community system,County,Livingston
MI2159125,GOODRICH UNITED METHODIST CHURCH,05,Non-Transient non-community system,County,Genesee
MI2001381,SALEM ELEMENTARY SCHOOL,05,Non-Transient non-community system,County,Washtenaw
MI2047181,FIRST UNITARIAN CHURCH,05,Non-Transient non-community system,County,Washtenaw
MI2013939,VCS - INDIAN LAKE ELEMENTARY,05,Non-Transient non-community system,County,Kalamazoo
MI2001939,VCS/TOBEY ELEMENTARY,05,Non-Transient non-community system,County,Kalamazoo
MI2049370,FUTURE STEPS LEARNING CENTER LLC,05,Non-Transient non-community system,County,Ottawa
MI2211663,MCDONALDS #12245,05,Non-Transient non-community system,County,Oakland
MI2018511,REGAL FINISHING CORP,05,Non-Transient non-community system,County,Berrien
MI2000522,"NORWAY SPRINGS, INC",05,Non-Transient non-community system,County,Dickinson
MI2024541,ALPINE ELEMENTARY SCHOOL,05,Non-Transient non-community system,County,Kent
MI2032830,RAKER ROBERTA'S - CENTER,05,Non-Transient non-community system,County,Hillsdale
MI2032730,RAKER ROBERTA'S - EAST,05,Non-Transient non-community system,County,Hillsdale
MI2022430,RAKER-ROBERTA'S - WEST,05,Non-Transient non-community system,County,Hillsdale
MI2001938,RHL INVESTMENTS,05,Non-Transient non-community system,County,Jackson
MI2012515,EAST JORDAN PLASTICS,05,Non-Transient non-community system,County,Charlevoix
MI2015875,ABBOTT NUTRITION,05,Non-Transient non-community system,County,St. Joseph
MI2100241,BUILDERS IRON,05,Non-Transient non-community system,County,Kent
MI2052281,"BALANCE TECHNOLOGY, INC.",05,Non-Transient non-community system,County,Washtenaw
MI2092141,MURRAY LAKE ELEMENTARY,05,Non-Transient non-community system,County,Kent
MI2002741,ALTO ELEMENTARY SCHOOL,05,Non-Transient non-community system,County,Kent
MI2073129,FULTON HIGH SCHOOL,05,Non-Transient non-community system,County,Gratiot
MI2074403,JOHN SCHAENDORF DAIRY,05,Non-Transient non-community system,County,Allegan
MI2016175,"OX PAPERBOARD WP, LLC",05,Non-Transient non-community system,County,St. Joseph
MI2016705,BELLAIRE FAMILY HEALTH CENTER,05,Non-Transient non-community system,County,Antrim
MI2092441,SPARTA CHEVROLET,05,Non-Transient non-community system,County,Kent
