pws_id,pws_name,epa_region,pws_type,area_type,county_served
ME0091240,PATTEN WATER DEPT,01,Community water system,County,Penobscot
ME0009003,VIGNEAULTS MOBILE HOME PARK,01,Community water system,County,Penobscot
ME0091220,OXFORD WATER DISTRICT,01,Community water system,County,Oxford
ME0090110,BANGOR WATER DISTRICT,01,Community water system,County,Penobscot
ME0090200,BOOTHBAY REGION WATER DISTRICT,01,Community water system,County,Lincoln
ME0092372,WOOD POND VILLAGE,01,Community water system,County,Cumberland
ME0091373,TOWNE CENTER-RIDGEWOOD APARTMENTS,01,Community water system,County,Penobscot
ME0090850,LIMERICK WATER DISTRICT,01,Community water system,County,York
ME0090360,COLD SPRING WATER COMPANY,01,Community water system,County,Hancock
ME0091180,NORWAY WATER DISTRICT,01,Community water system,County,Oxford
ME0091160,NORTH JAY WATER DISTRICT,01,Community water system,County,Franklin
ME0090740,JAY VILLAGE WATER DISTRICT,01,Community water system,County,Franklin
ME0090760,"KENNEBUNK, KENNEBUNKPORT & WELLS WD",01,Community water system,County,York
ME0002439,CARIBOU STREAM MOBILE HOME PK,01,Community water system,County,Aroostook
ME0002093,PEMAQUID VILLAS MHP,01,Community water system,County,Lincoln
ME0001006,CHARTER OAKS VILLAGE COOPERATIVE,01,Community water system,County,York
ME0091130,NORTH HAVEN WATER DEPARTMENT,01,Community water system,County,Knox
ME0095659,THE PINES AT ARUNDEL,01,Community water system,County,York
ME0095635,AVERILLS MOBILE HOME PARK,01,Community water system,County,Kennebec
ME0090130,BATH WATER DISTRICT,01,Community water system,County,Sagadahoc
ME0091230,PARIS UTILITY DISTRICT,01,Community water system,County,Oxford
ME0095655,SPINSFIELD COMMONS,01,Community water system,County,Hancock
ME0091416,SCARBOROUGH GARDENS,01,Community water system,County,Cumberland
ME0090050,ANDOVER WATER DISTRICT,01,Community water system,County,Oxford
ME0090420,DANFORTH WATER DISTRICT,01,Community water system,County,Washington
ME0095585,PINE RIDGE HUNTON BROOK ASSOCIATION,01,Community water system,County,Androscoggin
ME0015106,SHERWOOD FOREST MHP,01,Community water system,County,Hancock
ME0092853,SUNRISE SERENITY TP,01,Community water system,County,Somerset
ME0095685,TOGUS POND MOBILE HOME PARK,01,Community water system,County,Kennebec
ME0007374,TOWN & COUNTRY MOTEL APARTMENTS,01,Community water system,County,Penobscot
ME0090880,LIVERMORE FALLS WATER DISTRICT,01,Community water system,County,Androscoggin
ME0095663,BIRCH TREE MEADOWS MHP,01,Community water system,County,Hancock
ME0002893,CRYSTAL SPRING ESTATES,01,Community water system,County,Cumberland
ME0008921,TOWN & COUNTRY TRAILER PARK,01,Community water system,County,Penobscot
ME0092388,PRINCETON WATER DISTRICT,01,Community water system,County,Washington
ME0095570,UNITY BY THE STREAM LLC,01,Community water system,County,Waldo
ME0092287,COUNTRY VIEW APARTMENTS,01,Community water system,County,Washington
ME0090650,HALLOWELL WATER DISTRICT,01,Community water system,County,Kennebec
ME0090730,JACKMAN UTILITY DISTRICT,01,Community water system,County,Somerset
ME0007336,HERMON MHP LLC,01,Community water system,County,Penobscot
ME0090500,EAST VASSALBORO WATER COMPANY LLC,01,Community water system,County,Kennebec
ME0095530,INDIAN RUN ESTATES LLC,01,Community water system,County,Lincoln
ME0092806,SKYLINE TRAILER PARK,01,Community water system,County,Aroostook
ME0090550,FORT FAIRFIELD UTILITIES DISTRICT,01,Community water system,County,Aroostook
ME0090320,CARIBOU UTILITIES DISTRICT,01,Community water system,County,Aroostook
ME0090770,MAINE WATER COMPANY KEZAR FALLS DIVISION,01,Community water system,County,York
ME0090580,MAINE WATER COMPANY FREEPORT DIVISION,01,Community water system,County,Cumberland
ME0090600,FRYEBURG WATER COMPANY,01,Community water system,County,Oxford
ME0090630,MAINE WATER COMPANY GREENVILLE DIVISION,01,Community water system,County,Piscataquis
ME0090170,MAINE WATER COMPANY BIDDEFORD SACO DIV,01,Community water system,County,York
ME0090280,MAINE WATER COMPANY BUCKSPORT DIVISION,01,Community water system,County,Hancock
ME0090300,MAINE WATER COMPANY CAMDEN & ROCKLAND,01,Community water system,County,Knox
ME0091565,MAINE WATER COMPANY WARREN DIVISION,01,Community water system,County,Knox
ME0002429,RIVERSIDE COURT,01,Community water system,County,Aroostook
ME0090080,GREATER AUGUSTA UTILITY DISTRICT,01,Community water system,County,Kennebec
ME0002782,PINEWOOD PARK,01,Community water system,County,York
ME0095658,BLUEBERRY RIDGE MOBILE VILLAGE,01,Community water system,County,York
ME0092288,MARSH BROOK ESTATES,01,Community water system,County,York
ME0094503,HODGDON HOMESTEAD,01,Community water system,County,Aroostook
ME0090830,LEWISTON WATER & SEWER DIVISION,01,Community water system,County,Androscoggin
ME0002527,HANCOCK VILLAGE MHP,01,Community water system,County,Hancock
ME0090145,BENJAMIN RIVER APTS,01,Community water system,County,Hancock
ME0091750,PERSISTENCE SENIORS HOUSING,01,Community water system,County,Penobscot
ME0090425,DEER RUN APTS,01,Community water system,County,Hancock
ME0092298,TOWN HALL APTS - LAGRANGE,01,Community water system,County,Penobscot
ME0091040,MORRILL VILLAGE WATER DISTRICT,01,Community water system,County,Waldo
ME0095525,SUNRISE HILL ESTATES,01,Community water system,County,York
ME0091537,MAINE WATER COMPANY UNION DIVISION,01,Community water system,County,Knox
ME0092335,TENANTS HARBOR WATER DISTRICT,01,Community water system,County,Knox
ME0092040,FRIENDSHIP WATER DEPARTMENT,01,Community water system,County,Knox
ME0094501,COVERED BRIDGE APARTMENTS,01,Community water system,County,Piscataquis
ME0091660,WISCASSET WATER DISTRICT,01,Community water system,County,Lincoln
ME0090915,LORING DEVELOPMENT AUTHORITY,01,Community water system,County,Aroostook
ME0090680,MAINE WATER COMPANY HARTLAND DIVISION,01,Community water system,County,Somerset
ME0091190,MAINE WATER COMPANY OAKLAND DIVISION,01,Community water system,County,Kennebec
ME0090990,MAINE WATER COMPANY MILLINOCKET DIVISION,01,Community water system,County,Penobscot
ME0091480,SOUTH FREEPORT WATER DISTRICT,01,Community water system,County,Cumberland
ME0091450,MAINE WATER COMPANY SKOWHEGAN DIVISION,01,Community water system,County,Somerset
ME0091560,WALDOBORO WATER DEPT,01,Community water system,County,Lincoln
ME0091550,VINALHAVEN WATER DISTRICT,01,Community water system,County,Knox
ME0092711,VILLAGE AT ROCKPORT #1,01,Community water system,County,Knox
ME0392711,VILLAGE AT ROCKPORT #4,01,Community water system,County,Knox
ME0292711,VILLAGE AT ROCKPORT #3,01,Community water system,County,Knox
ME0192711,VILLAGE AT ROCKPORT #2,01,Community water system,County,Knox
ME0094847,DUCKTRAP HARBOR CONDOMINIUMS,01,Community water system,County,Waldo
ME0090205,BOULIER PLACE APTS,01,Community water system,County,Penobscot
ME0091300,PORTLAND WATER DISTRICT-GREATER,01,Community water system,County,Cumberland
ME0091302,PORTLAND WATER DISTRICT/STEEP FALLS,01,Community water system,County,Cumberland
ME0090510,PASSAMAQUODDY WATER DISTRICT,01,Community water system,County,Washington
ME0091320,QUANTABACOOK WATER DISTRICT,01,Community water system,County,Washington
ME0091780,FAIRGROUND APARTMENTS,01,Community water system,County,Penobscot
ME0090615,SUNNY GABLES- GLENBURN HOUSING,01,Community water system,County,Penobscot
ME0090949,MATTAWAMKEAG HOUSING CORP,01,Community water system,County,Penobscot
ME0090160,BETHEL WATER DISTRICT,01,Community water system,County,Oxford
ME0091440,SEARSPORT WATER DISTRICT,01,Community water system,County,Waldo
ME0095510,POND & POND TRAILER PARK,01,Community water system,County,Cumberland
ME0095660,TOWN AND COUNTRY WAYS MHP,01,Community water system,County,Kennebec
ME0090780,KINGFIELD WATER DISTRICT,01,Community water system,County,Franklin
ME0091090,NEW PORTLAND WATER DISTRICT,01,Community water system,County,Somerset
ME0091100,NEWPORT WATER DISTRICT,01,Community water system,County,Penobscot
ME0002456,DEL-WOOD TRAILER PARK,01,Community water system,County,Aroostook
ME0092893,WHISPERING PINES MHP,01,Community water system,County,Waldo
ME0001363,STREAMSIDE PINES MOBILE HOME PARK,01,Community water system,County,Penobscot
ME0005645,STILLWATER MOBILE HOME PARK,01,Community water system,County,Penobscot
ME0090020,ALFRED WATER DISTRICT,01,Community water system,County,York
ME0090380,CORNISH WATER DISTRICT,01,Community water system,County,York
ME0095701,STREETS MOBILE HOME PARK,01,Community water system,County,Penobscot
ME0001978,DOVER REALTY VENTURES MHP LLC,01,Community water system,County,Penobscot
ME0091000,MILO WATER DISTRICT,01,Community water system,County,Piscataquis
ME0092791,ROCKY RIDGE SUBDIVISION,01,Community water system,County,Penobscot
ME0192791,ROCKY RIDGE SUBDIVISION II,01,Community water system,County,Penobscot
ME0090520,ELLSWORTH WATER DEPARTMENT,01,Community water system,County,Hancock
ME0091630,WINTER HARBOR WATER DISTRICT,01,Community water system,County,Hancock
ME0090150,BERWICK WATER DEPARTMENT,01,Community water system,County,York
ME0006954,MOUNTAIN VIEW TRAILER PARK,01,Community water system,County,Aroostook
ME0095600,ROUND STONE MOBILE HOME PARK,01,Community water system,County,Kennebec
ME0091020,MONMOUTH WATER ASSOCIATION,01,Community water system,County,Kennebec
ME0092100,READFIELD CORNER WATER ASSOCIATION,01,Community water system,County,Kennebec
ME0095575,BOUDREAU TRAILER PARK,01,Community water system,County,Washington
ME0092110,BLUE HILL TERRACE,01,Community water system,County,Hancock
ME0092120,STONINGTON MANOR,01,Community water system,County,Hancock
ME0092270,PLYMOUTH WATER DISTRICT,01,Community water system,County,Penobscot
ME0007736,COLONIAL MOBILE HOME PARK,01,Community water system,County,York
ME0095640,HOMESTEAD ESTATES LLC,01,Community water system,County,Penobscot
ME0095699,HINGHAM HEIGHTS,01,Community water system,County,Penobscot
ME0091140,MOUNT DESERT WATER DIST NORTH,01,Community water system,County,Hancock
ME0091420,MOUNT DESERT WATER DIST -SEAL,01,Community water system,County,Hancock
ME0095679,HALLOWELL ROAD MOBILE HOME PARK,01,Community water system,County,Kennebec
ME0092303,DRESDEN WATER DEPARTMENT,01,Community water system,County,Lincoln
ME0091165,NORTHPORT VILLAGE CORP WATER DEPT,01,Community water system,County,Waldo
ME0107379,TANGLEWOOD MOBILE ESTATES 2,01,Community water system,County,York
ME0103660,TWIN PINES ESTATES #2,01,Community water system,County,York
ME0006648,COUNTRY ACRES TRAILER PARK,01,Community water system,County,Androscoggin
ME0092741,HIGHPINE VILLAGE,01,Community water system,County,York
ME0005844,POLAND COUNTRY VILLAGE MHP INC,01,Community water system,County,Androscoggin
ME0003017,RIVERSIDE TERRACE,01,Community water system,County,Somerset
ME0091490,SOUTHWEST HARBOR WATER & SEWER DISTRICT,01,Community water system,County,Hancock
ME0090480,EAGLE LAKE WATER & SEWER DISTRICT,01,Community water system,County,Aroostook
ME0006203,PINE VILLAGE MHP,01,Community water system,County,Aroostook
ME0092293,NORTHEASTERN ESTATES,01,Community water system,County,Cumberland
ME0090840,LIMESTONE WATER & SEWER DISTRICT,01,Community water system,County,Aroostook
ME0008690,WOODED GROVE MOBILE HOME PARK,01,Community water system,County,Penobscot
ME0090030,ALLEN WATER COMPANY,01,Community water system,County,Washington
ME0095560,PIPER STREAM MOBILE HOME PARK,01,Community water system,County,Waldo
ME0092727,PLEASANT RIDGE,01,Community water system,County,Aroostook
ME0019577,LAKES REGION APARTMENTS,01,Community water system,County,Kennebec
ME0095010,THE MEADOWS,01,Community water system,County,Androscoggin
ME0092747,MIDCOAST REGIONAL REDEVELOP AUTHORITY,01,Community water system,County,Cumberland
ME0090270,BUCKFIELD VILLAGE CORPORATION,01,Community water system,County,Oxford
ME0007968,LORING WOODS PARK,01,Community water system,County,Aroostook
ME0091670,YARMOUTH WATER DISTRICT,01,Community water system,County,Cumberland
ME0092308,WINDERMERE APARTMENTS,01,Community water system,County,Aroostook
ME0090140,BELFAST WATER DISTRICT,01,Community water system,County,Waldo
ME0003375,CATHANCE TRAILER PARK,01,Community water system,County,Sagadahoc
ME0092367,APPLEWOOD,01,Community water system,County,York
ME0092366,ELWELL FARMS,01,Community water system,County,York
ME0092365,BROOK HOLLOW,01,Community water system,County,Cumberland
ME0092364,HARMON PINES DEVELOPMENT,01,Community water system,County,York
ME0092339,SANDY CREEK HOUSING,01,Community water system,County,Cumberland
ME0002580,VILLAGE GREEN MHP,01,Community water system,County,Penobscot
ME0092165,HARBOR VIEW I & II,01,Community water system,County,Hancock
ME0092318,TIDAL BROOK DEVELOPMENT,01,Community water system,County,Cumberland
ME0003639,SPRINGBROOK MOBILE HOME COURT,01,Community water system,County,Androscoggin
ME0003660,TWIN PINES ESTATES #1,01,Community water system,County,York
ME0095717,WILLOWBROOK MOBILE HOME PARK,01,Community water system,County,Penobscot
ME0090980,MILBRIDGE WATER DISTRICT,01,Community water system,County,Washington
ME0090670,HARRISON WATER DISTRICT,01,Community water system,County,Cumberland
ME0095656,SOUTH SLOPE ESTATES MHP,01,Community water system,County,Penobscot
ME0003060,GRANDEUR MOBILE HOME ESTATES,01,Community water system,County,Penobscot
